IMG_8508.JPG, Ford, F Series, white, truck, 0.3725, 
IMG_8937.JPG, UPS delivery truck, , brown, truck, 0.124, 
IMG_8938.JPG, , , , bus, 0.0, 
IMG_8939.JPG, Ram, pickup, white, truck, 0.0894, 
IMG_8940.JPG, Ram, pickup, beige/cream, truck, 0.4301, 
IMG_8941.JPG, Ford, Fusion, white, car, 0.0629, 
IMG_8942.JPG, Ford, F Series, brown, truck, 0.4159, 
IMG_8943.JPG, Ram, pickup, white, truck, 0.1845, 
IMG_8944.JPG, Ford, F Series, beige/cream, truck, 0.1631, 
IMG_8945.JPG, Ford, F Series, brown, truck, 0.126, 
IMG_8946.JPG, Ram, pickup, white, truck, 0.2981, 
IMG_8947.JPG, Ram, pickup, white, truck, 0.2367, 
IMG_8948.JPG, Ram, pickup, white, truck, 0.1688, 
IMG_8949.JPG, Jeep, Wrangler, black, suv, 0.5005, 
IMG_8950.JPG, , , , bus, 0.0, 
IMG_8951.JPG, Ram, pickup, white, truck, 0.1551, 
IMG_8953.JPG, Ford, F Series, black, truck, 0.2328, 
IMG_8954.JPG, Ford, F Series, brown, truck, 0.401, 
IMG_8955.JPG, Ferrari, 458 Italia, red, car, 0.2432, 
